filename,case_id,image_id,class_id,class_name,x_center,y_center,width,height,x_center_abs,y_center_abs,width_abs,height_abs,area_abs
Case_1-01,Case_1,01,2,Tumor_nuclei,0.418382,0.205566,0.029412,0.032227,568.99952,210.499584,40.00032,33.000448,1320.02848014336
Case_1-01,Case_1,01,2,Tumor_nuclei,0.425368,0.241699,0.016912,0.030273,578.50048,247.499776,23.00032,30.999552,712.9996158566399
Case_1-01,Case_1,01,2,Tumor_nuclei,0.451838,0.229004,0.028676,0.030273,614.49968,234.500096,38.99936,30.999552,1208.96268828672
Case_1-01,Case_1,01,2,Tumor_nuclei,0.465441,0.206055,0.025,0.027344,632.99976,211.00032,34.0,28.000256,952.008704
Case_1-01,Case_1,01,2,Tumor_nuclei,0.485662,0.172363,0.034559,0.026367,660.50032,176.499712,47.00024,26.999808,1268.99745595392
Case_1-01,Case_1,01,2,Tumor_nuclei,0.479412,0.255371,0.026471,0.049805,652.00032,261.499904,36.00056,51.00032,1836.0400801792
Case_1-01,Case_1,01,2,Tumor_nuclei,0.5125,0.253906,0.029412,0.027344,696.9999999999999,259.999744,40.00032,28.000256,1120.01920008192
Case_1-01,Case_1,01,2,Tumor_nuclei,0.538235,0.199219,0.055882,0.056641,731.9996,204.000256,75.99952,58.000384,4408.00134381568
Case_1-01,Case_1,01,2,Tumor_nuclei,0.523162,0.137207,0.028676,0.03418,711.50032,140.499968,38.99936,35.00032,1364.9900797952002
Case_1-01,Case_1,01,2,Tumor_nuclei,0.452941,0.427246,0.026471,0.041992,615.9997599999999,437.499904,36.00056,42.999808,1548.01716789248
Case_1-01,Case_1,01,2,Tumor_nuclei,0.375368,0.500977,0.027206,0.039062,510.50048,513.000448,37.00016,39.999488,1479.98745591808
Case_1-01,Case_1,01,2,Tumor_nuclei,0.35,0.544434,0.033824,0.038086,475.99999999999994,557.500416,46.00064,39.000064,1794.02790404096
Case_1-01,Case_1,01,2,Tumor_nuclei,0.476103,0.472656,0.040441,0.054688,647.50008,483.999744,54.999759999999995,56.000512,3080.0147198771197
Case_1-01,Case_1,01,2,Tumor_nuclei,0.438971,0.5,0.035294,0.033203,597.00056,512.0,47.99984,33.999872,1631.9884160204801
Case_1-01,Case_1,01,2,Tumor_nuclei,0.393015,0.544922,0.043382,0.072266,534.5004,558.000128,58.99952,74.000384,4365.98713581568
Case_1-01,Case_1,01,2,Tumor_nuclei,0.3875,0.626953,0.032353,0.041016,527.0,641.999872,44.00008,42.000384,1848.0202560307198
Case_1-01,Case_1,01,2,Tumor_nuclei,0.432353,0.64502,0.038235,0.041992,588.00008,660.50048,51.9996,42.999808,2235.9728160768
Case_1-01,Case_1,01,2,Tumor_nuclei,0.354779,0.651855,0.033088,0.043945,482.49944,667.49952,44.99968,44.99968,2024.9712001023997
Case_1-01,Case_1,01,2,Tumor_nuclei,0.294485,0.631348,0.034559,0.055664,400.4996,646.500352,47.00024,56.999936,2679.01067198464
Case_1-01,Case_1,01,2,Tumor_nuclei,0.31875,0.580078,0.049265,0.052734,433.49999999999994,593.999872,67.0004,53.999616,3617.9958718464
Case_1-01,Case_1,01,2,Tumor_nuclei,0.273897,0.684082,0.024265,0.053711,372.49992,700.499968,33.0004,55.000064,1815.0241120256
Case_1-01,Case_1,01,2,Tumor_nuclei,0.298897,0.717285,0.024265,0.063477,406.49992000000003,734.49984,33.0004,65.000448,2145.0407841792003
Case_1-01,Case_1,01,2,Tumor_nuclei,0.335662,0.716797,0.030147,0.033203,456.50032000000004,734.000128,40.99992,33.999872,1393.9920320102403
Case_1-01,Case_1,01,2,Tumor_nuclei,0.323529,0.746582,0.025,0.02832,439.99944,764.499968,34.0,28.99968,985.9891200000001
Case_1-01,Case_1,01,2,Tumor_nuclei,0.394853,0.706543,0.020588,0.049805,537.00008,723.500032,27.999679999999998,51.00032,1427.9926398976
Case_1-01,Case_1,01,2,Tumor_nuclei,0.420588,0.702637,0.032353,0.043945,571.99968,719.500288,44.00008,44.99968,1979.9895199743999
Case_1-01,Case_1,01,2,Tumor_nuclei,0.447059,0.674805,0.022059,0.044922,608.00024,691.00032,30.000239999999998,46.000128,1380.0148800307197
Case_1-01,Case_1,01,2,Tumor_nuclei,0.072426,0.087402,0.030147,0.03418,98.49936000000001,89.499648,40.99992,35.00032,1435.0103199744
Case_1-01,Case_1,01,2,Tumor_nuclei,0.065441,0.042969,0.020588,0.039062,88.99976,44.000256,27.999679999999998,39.999488,1119.9728641638399
Case_1-01,Case_1,01,2,Tumor_nuclei,0.095588,0.043457,0.038235,0.038086,129.99968,44.499968,51.9996,39.000064,2027.9877279744
Case_1-01,Case_1,01,2,Tumor_nuclei,0.101838,0.071289,0.027206,0.03125,138.49967999999998,72.999936,37.00016,32.0,1184.00512
Case_1-01,Case_1,01,2,Tumor_nuclei,0.130515,0.062988,0.036029,0.041992,177.50039999999998,64.499712,48.99944,42.999808,2106.96651210752
Case_1-01,Case_1,01,2,Tumor_nuclei,0.152941,0.045898,0.033824,0.039062,207.99975999999998,46.999552,46.00064,39.999488,1840.0020476723198
Case_1-01,Case_1,01,2,Tumor_nuclei,0.634926,0.077637,0.028676,0.040039,863.49936,79.500288,38.99936,40.999936,1598.97126404096
Case_1-01,Case_1,01,2,Tumor_nuclei,0.682353,0.052246,0.022059,0.02832,928.00008,53.499904,30.000239999999998,28.99968,869.9973599232
Case_1-01,Case_1,01,2,Tumor_nuclei,0.701103,0.044434,0.015441,0.02832,953.50008,45.500416,20.99976,28.99968,608.9863200768
Case_1-01,Case_1,01,2,Tumor_nuclei,0.724265,0.040527,0.026471,0.038086,985.0004,41.499648,36.00056,39.000064,1404.02414403584
Case_1-01,Case_1,01,2,Tumor_nuclei,0.748162,0.023926,0.024265,0.030273,1017.50032,24.500224,33.0004,30.999552,1022.9976158208
Case_1-01,Case_1,01,2,Tumor_nuclei,0.817647,0.304199,0.029412,0.038086,1111.99992,311.499776,40.00032,39.000064,1560.0150400204802
Case_1-01,Case_1,01,2,Tumor_nuclei,0.786397,0.30957,0.027206,0.037109,1069.49992,316.99968,37.00016,37.999616,1405.99187193856
Case_1-01,Case_1,01,2,Tumor_nuclei,0.753309,0.320801,0.028676,0.026367,1024.50024,328.500224,38.99936,26.999808,1052.9752321228802
Case_1-01,Case_1,01,2,Tumor_nuclei,0.730147,0.287598,0.025,0.02832,992.99992,294.500352,34.0,28.99968,985.9891200000001
Case_1-01,Case_1,01,2,Tumor_nuclei,0.720588,0.338379,0.032353,0.040039,979.99968,346.500096,44.00008,40.999936,1804.0004639948797
Case_1-01,Case_1,01,2,Tumor_nuclei,0.952941,0.330566,0.038235,0.032227,1295.9997600000002,338.499584,51.9996,33.000448,1716.0100958208
Case_1-01,Case_1,01,2,Tumor_nuclei,0.949632,0.371094,0.041912,0.050781,1291.49952,380.000256,57.000319999999995,51.999744,2964.00204791808
Case_1-01,Case_1,01,2,Tumor_nuclei,0.988603,0.388672,0.018382,0.044922,1344.50008,398.000128,24.99952,46.000128,1149.98111993856
Case_1-01,Case_1,01,2,Tumor_nuclei,0.934926,0.851562,0.027206,0.041016,1271.49936,871.999488,37.00016,42.000384,1554.02092806144
Case_1-01,Case_1,01,2,Tumor_nuclei,0.893015,0.17041,0.030147,0.032227,1214.5004,174.49984,40.99992,33.000448,1353.01572796416
Case_1-01,Case_1,01,2,Tumor_nuclei,0.900368,0.212402,0.028676,0.045898,1224.50048,217.499648,38.99936,46.999552,1832.9524482867203
Case_1-01,Case_1,01,2,Tumor_nuclei,0.930882,0.23584,0.038235,0.02832,1265.99952,241.50016,51.9996,28.99968,1507.9717601280001
Case_1-01,Case_1,01,2,Tumor_nuclei,0.947426,0.182617,0.031618,0.023438,1288.49936,186.999808,43.00048,24.000512,1032.0335362457602
Case_1-01,Case_1,01,2,Tumor_nuclei,0.923897,0.203125,0.025735,0.035156,1256.49992,208.0,34.9996,35.999744,1259.9766401024
Case_1-01,Case_1,01,2,Tumor_nuclei,0.831985,0.257324,0.024265,0.026367,1131.4995999999999,263.499776,33.0004,26.999808,891.0044639232
Case_1-01,Case_1,01,2,Tumor_nuclei,0.867647,0.628906,0.036765,0.054688,1179.99992,643.999744,50.0004,56.000512,2800.0480002048
Case_1-01,Case_1,01,2,Tumor_nuclei,0.824265,0.660645,0.032353,0.038086,1121.0004000000001,676.50048,44.00008,39.000064,1716.00593600512
Case_1-01,Case_1,01,2,Tumor_nuclei,0.875368,0.700684,0.030147,0.038086,1190.5004800000002,717.500416,40.99992,39.000064,1598.9995039948801
Case_1-01,Case_1,01,2,Tumor_nuclei,0.95,0.604004,0.027941,0.038086,1292.0,618.500096,37.99976,39.000064,1481.9930719846402
Case_1-01,Case_1,01,2,Tumor_nuclei,0.966912,0.68457,0.032353,0.035156,1315.00032,700.99968,44.00008,35.999744,1583.9916159795198
Case_1-01,Case_1,01,2,Tumor_nuclei,0.938235,0.695801,0.030882,0.03418,1275.9996,712.500224,41.99952,35.00032,1469.9966398464
Case_1-01,Case_1,01,2,Tumor_nuclei,0.951103,0.761719,0.034559,0.035156,1293.50008,780.000256,47.00024,35.999744,1691.99660793856
Case_1-01,Case_1,01,2,Tumor_nuclei,0.952941,0.800781,0.032353,0.035156,1295.9997600000002,819.999744,44.00008,35.999744,1583.9916159795198
Case_1-01,Case_1,01,2,Tumor_nuclei,0.811765,0.796387,0.032353,0.036133,1104.0004,815.500288,44.00008,37.000192,1628.0114080153598
Case_1-01,Case_1,01,2,Tumor_nuclei,0.787868,0.810547,0.0375,0.052734,1071.50048,830.000128,51.0,53.999616,2753.9804160000003
Case_1-01,Case_1,01,2,Tumor_nuclei,0.886029,0.848633,0.036765,0.048828,1204.99944,869.000192,50.0004,49.999872,2500.0135999488
Case_1-01,Case_1,01,2,Tumor_nuclei,0.85625,0.867188,0.027206,0.033203,1164.5,888.000512,37.00016,33.999872,1258.0007039795203
Case_1-01,Case_1,01,2,Tumor_nuclei,0.798897,0.881836,0.041912,0.037109,1086.49992,903.000064,57.000319999999995,37.999616,2165.99027187712
Case_1-01,Case_1,01,2,Tumor_nuclei,0.801103,0.916504,0.043382,0.03418,1089.50008,938.500096,58.99952,35.00032,2065.0020798464
Case_1-01,Case_1,01,2,Tumor_nuclei,0.790441,0.70459,0.045588,0.03418,1074.99976,721.50016,61.99968,35.00032,2170.0086398976
Case_1-01,Case_1,01,2,Tumor_nuclei,0.751838,0.705078,0.024265,0.035156,1022.49968,721.999872,33.0004,35.999744,1188.0059518976
Case_1-01,Case_1,01,2,Tumor_nuclei,0.722426,0.648438,0.0375,0.041016,982.49936,664.000512,51.0,42.000384,2142.0195839999997
Case_1-01,Case_1,01,2,Tumor_nuclei,0.679779,0.680176,0.033088,0.026367,924.49944,696.500224,44.99968,26.999808,1214.98272006144
Case_1-01,Case_1,01,2,Tumor_nuclei,0.693015,0.713867,0.0375,0.03125,942.5004,730.999808,51.0,32.0,1632.0
Case_1-01,Case_1,01,2,Tumor_nuclei,0.6625,0.73877,0.030882,0.041992,901.0,756.50048,41.99952,42.999808,1805.97129609216
Case_1-01,Case_1,01,2,Tumor_nuclei,0.056618,0.691895,0.054412,0.118164,77.00048,708.50048,74.00032,120.999936,8954.033983979522
Case_1-01,Case_1,01,2,Tumor_nuclei,0.019118,0.712402,0.036765,0.047852,26.00048,729.499648,50.0004,49.000448,2450.0420001792
Case_1-01,Case_1,01,2,Tumor_nuclei,0.050735,0.741699,0.026471,0.043945,68.9996,759.499776,36.00056,44.99968,1620.0136798208
Case_1-01,Case_1,01,2,Tumor_nuclei,0.038971,0.827637,0.036765,0.047852,53.00056,847.500288,50.0004,49.000448,2450.0420001792
Case_1-01,Case_1,01,2,Tumor_nuclei,0.082721,0.801758,0.033088,0.050781,112.50056000000001,821.000192,44.99968,51.999744,2339.9718400819197
Case_1-01,Case_1,01,2,Tumor_nuclei,0.104412,0.836426,0.020588,0.038086,142.00032000000002,856.500224,27.999679999999998,39.000064,1091.98931197952
Case_1-01,Case_1,01,2,Tumor_nuclei,0.119485,0.80957,0.022794,0.042969,162.4996,828.99968,30.99984,44.000256,1364.00089595904
Case_1-01,Case_1,01,2,Tumor_nuclei,0.146324,0.859375,0.041176,0.042969,199.00064,880.0,55.999359999999996,44.000256,2463.98617583616
Case_1-01,Case_1,01,2,Tumor_nuclei,0.877574,0.573242,0.038971,0.039062,1193.50064,586.999808,53.00056,39.999488,2119.99526371328
Case_1-01,Case_1,01,2,Tumor_nuclei,0.85,0.535645,0.032353,0.036133,1156.0,548.50048,44.00008,37.000192,1628.0114080153598
Case_1-01,Case_1,01,2,Tumor_nuclei,0.773897,0.468262,0.030147,0.041992,1052.49992,479.500288,40.99992,42.999808,1762.9886880153601
Case_1-01,Case_1,01,2,Tumor_nuclei,0.770221,0.51416,0.040441,0.045898,1047.50056,526.49984,54.999759999999995,46.999552,2584.9640801075197
Case_1-01,Case_1,01,2,Tumor_nuclei,0.770956,0.559082,0.038971,0.036133,1048.50016,572.499968,53.00056,37.000192,1961.03089610752
Case_1-01,Case_1,01,2,Tumor_nuclei,0.704044,0.584473,0.031618,0.03418,957.49984,598.500352,43.00048,35.00032,1505.0305601536002
Case_1-01,Case_1,01,2,Tumor_nuclei,0.650735,0.591309,0.033824,0.051758,884.9996,605.500416,46.00064,53.000192,2438.04275212288
Case_1-01,Case_1,01,2,Tumor_nuclei,0.66875,0.546387,0.031618,0.043945,909.4999999999999,559.500288,43.00048,44.99968,1935.0078398464
Case_1-01,Case_1,01,2,Tumor_nuclei,0.708088,0.435059,0.042647,0.041992,962.9996800000001,445.500416,57.999919999999996,42.999808,2493.98542401536
Case_1-01,Case_1,01,2,Tumor_nuclei,0.725735,0.476562,0.042647,0.037109,986.9996,487.999488,57.999919999999996,37.999616,2203.9746880307202
Case_1-01,Case_1,01,2,Tumor_nuclei,0.646691,0.410156,0.041912,0.041016,879.49976,419.999744,57.000319999999995,42.000384,2394.0353281228795
Case_1-01,Case_1,01,2,Tumor_nuclei,0.632721,0.449707,0.041912,0.02832,860.50056,460.499968,57.000319999999995,28.99968,1652.9910398975999
Case_1-01,Case_1,01,2,Tumor_nuclei,0.527206,0.412598,0.039706,0.041992,717.0001599999999,422.500352,54.00016,42.999808,2321.99651196928
Case_1-01,Case_1,01,2,Tumor_nuclei,0.509559,0.440918,0.035294,0.040039,693.00024,451.500032,47.99984,40.999936,1967.9903680102398
Case_1-01,Case_1,01,2,Tumor_nuclei,0.578676,0.456055,0.041176,0.037109,786.9993599999999,467.00032,55.999359999999996,37.999616,2127.95417624576
Case_1-01,Case_1,01,2,Tumor_nuclei,0.525,0.495605,0.035294,0.038086,714.0,507.49952,47.99984,39.000064,1871.99683198976
Case_1-01,Case_1,01,2,Tumor_nuclei,0.525,0.543457,0.044118,0.045898,714.0,556.499968,60.000479999999996,46.999552,2819.99567978496
Case_1-01,Case_1,01,2,Tumor_nuclei,0.495956,0.578613,0.043382,0.03418,674.50016,592.499712,58.99952,35.00032,2065.0020798464
Case_1-01,Case_1,01,2,Tumor_nuclei,0.473529,0.621094,0.039706,0.033203,643.9994399999999,636.000256,54.00016,33.999872,1835.9985279795203
Case_1-01,Case_1,01,2,Tumor_nuclei,0.53125,0.712402,0.021324,0.045898,722.5,729.499648,29.00064,46.999552,1363.01708771328
Case_1-01,Case_1,01,2,Tumor_nuclei,0.561397,0.71582,0.024265,0.042969,763.4999200000001,732.99968,33.0004,44.000256,1452.0260481024
Case_1-01,Case_1,01,2,Tumor_nuclei,0.521324,0.749023,0.030882,0.03125,709.00064,766.999552,41.99952,32.0,1343.98464
Case_1-01,Case_1,01,2,Tumor_nuclei,0.509191,0.776855,0.0375,0.032227,692.4997599999999,795.49952,51.0,33.000448,1683.0228479999998
Case_1-01,Case_1,01,2,Tumor_nuclei,0.570221,0.793945,0.036029,0.044922,775.50056,812.99968,48.99944,46.000128,2253.9805119283196
Case_1-01,Case_1,01,2,Tumor_nuclei,0.626103,0.739258,0.036029,0.044922,851.5000799999999,757.000192,48.99944,46.000128,2253.9805119283196
Case_1-01,Case_1,01,2,Tumor_nuclei,0.625,0.776855,0.036765,0.02832,850.0,795.49952,50.0004,28.99968,1449.995599872
Case_1-01,Case_1,01,2,Tumor_nuclei,0.682721,0.822266,0.046324,0.037109,928.5005600000001,842.000384,63.00064,37.999616,2394.00012775424
Case_1-01,Case_1,01,2,Tumor_nuclei,0.656985,0.861328,0.038971,0.03125,893.4996000000001,881.999872,53.00056,32.0,1696.01792
Case_1-01,Case_1,01,2,Tumor_nuclei,0.621324,0.888184,0.030882,0.03418,845.00064,909.500416,41.99952,35.00032,1469.9966398464
Case_1-01,Case_1,01,2,Tumor_nuclei,0.554412,0.898438,0.032353,0.037109,754.00032,920.000512,44.00008,37.999616,1671.98614396928
Case_1-01,Case_1,01,2,Tumor_nuclei,0.605515,0.936523,0.069853,0.050781,823.5004,958.999552,95.00008,51.999744,4939.97983997952
Case_1-01,Case_1,01,2,Tumor_nuclei,0.733088,0.948242,0.035294,0.039062,996.9996799999999,970.999808,47.99984,39.999488,1919.96902408192
Case_1-01,Case_1,01,2,Tumor_nuclei,0.661765,0.916016,0.057353,0.048828,900.0004,938.000384,78.00008,49.999872,3899.99401598976
Case_1-01,Case_1,01,1,Apoptosis,0.734191,0.839844,0.043382,0.050781,998.49976,860.000256,58.99952,51.999744,3067.9599361228798
Case_1-01,Case_1,01,5,Non_tubule,0.148529,0.080566,0.223529,0.155273,201.99944,82.499584,303.99944,158.999552,48335.77476825088
Case_1-01,Case_1,01,5,Non_tubule,0.588603,0.173828,0.088971,0.152344,800.50008,177.999872,121.00056,156.000256,18876.11833614336
Case_1-01,Case_1,01,5,Non_tubule,0.458456,0.709473,0.056618,0.125977,623.5001599999999,726.500352,77.00048,129.000448,9933.09641621504
Case_1-01,Case_1,01,5,Non_tubule,0.292647,0.777344,0.188235,0.253906,397.99992,796.000256,255.99960000000002,259.999744,66559.83046410242
Case_1-01,Case_1,01,5,Non_tubule,0.844485,0.952148,0.311029,0.095703,1148.4996,974.999552,422.99944,97.999872,41453.89097607168
Case_1-02,Case_1,02,0,Mitosis,0.310662,0.331055,0.019853,0.042969,422.50032,339.00032,27.00008,44.000256,1188.01043202048
Case_1-02,Case_1,02,0,Mitosis,0.416544,0.325684,0.028676,0.043945,566.4998400000001,333.500416,38.99936,44.99968,1754.9587202048
Case_1-02,Case_1,02,0,Mitosis,0.939338,0.555664,0.030147,0.041016,1277.49968,568.999936,40.99992,42.000384,1722.01238396928
Case_1-02,Case_1,02,3,Non_tumor_nuclei,0.900368,0.902832,0.027206,0.040039,1224.50048,924.499968,37.00016,40.999936,1517.0041919897599
Case_1-02,Case_1,02,3,Non_tumor_nuclei,0.451838,0.820801,0.038971,0.041992,614.49968,840.500224,53.00056,42.999808,2279.01390389248
Case_1-02,Case_1,02,3,Non_tumor_nuclei,0.075735,0.585449,0.048529,0.075195,102.9996,599.499776,65.99944,76.99968,5081.935760179201
Case_1-02,Case_1,02,3,Non_tumor_nuclei,0.16875,0.310547,0.038971,0.041016,229.50000000000003,318.000128,53.00056,42.000384,2226.0438722150398
Case_1-02,Case_1,02,3,Non_tumor_nuclei,0.082353,0.295898,0.026471,0.03125,112.00008,302.999552,36.00056,32.0,1152.01792
Case_1-02,Case_1,02,3,Non_tumor_nuclei,0.214338,0.196289,0.030147,0.048828,291.49968,200.999936,40.99992,49.999872,2049.99075201024
Case_1-02,Case_1,02,3,Non_tumor_nuclei,0.282353,0.130371,0.036765,0.036133,384.00008,133.499904,50.0004,37.000192,1850.0244000767998
Case_1-02,Case_1,02,3,Non_tumor_nuclei,0.036765,0.020996,0.030882,0.020508,50.0004,21.499904,41.99952,21.000192,881.9979839078399
Case_1-02,Case_1,02,5,Non_tubule,0.158088,0.910156,0.310294,0.179688,214.99968,931.999744,421.99984,184.000512,77648.18662391808
Case_1-02,Case_1,02,5,Non_tubule,0.948529,0.924316,0.101471,0.151367,1289.99944,946.499584,138.00056,154.999808,21390.060303892482
Case_1-02,Case_1,02,5,Non_tubule,0.8875,0.709961,0.201471,0.136719,1207.0,727.000064,274.00056,140.000256,38360.14854414336
Case_1-02,Case_1,02,5,Non_tubule,0.879044,0.039551,0.241912,0.077148,1195.4998400000002,40.500224,329.00032,78.999552,25990.877887856637
Case_1-02,Case_1,02,5,Non_tubule,0.399265,0.866211,0.148529,0.097656,543.0004,887.000064,201.99944,99.999744,20199.89228814336
Case_1-02,Case_1,02,5,Non_tubule,0.573529,0.449707,0.144118,0.098633,779.9994399999999,460.499968,196.00047999999998,101.000192,19796.086112092158
Case_1-02,Case_1,02,1,Apoptosis,0.455515,0.888184,0.061029,0.047852,619.5004,909.500416,82.99943999999999,49.000448,4067.0097437491195
Case_1-02,Case_1,02,1,Apoptosis,0.342647,0.357422,0.038235,0.044922,465.99992,366.000128,51.9996,46.000128,2391.9882559488
Case_1-02,Case_1,02,1,Apoptosis,0.143382,0.372559,0.029412,0.03418,194.99952000000002,381.500416,40.00032,35.00032,1400.0240001024001
Case_1-02,Case_1,02,1,Apoptosis,0.727206,0.533691,0.016176,0.024414,989.00016,546.499584,21.99936,24.999936,549.9825920409601
Case_1-02,Case_1,02,1,Apoptosis,0.739706,0.509277,0.020588,0.038086,1006.0001599999999,521.499648,27.999679999999998,39.000064,1091.98931197952
Case_1-02,Case_1,02,1,Apoptosis,0.761765,0.453125,0.020588,0.048828,1036.0004000000001,464.0,27.999679999999998,49.999872,1399.9804160409599
Case_1-02,Case_1,02,1,Apoptosis,0.841912,0.476074,0.035294,0.047852,1145.00032,487.499776,47.99984,49.000448,2352.01366392832
Case_1-02,Case_1,02,2,Tumor_nuclei,0.048897,0.32959,0.028676,0.061523,66.49992,337.50016,38.99936,62.999552,2456.9422082867204
Case_1-02,Case_1,02,2,Tumor_nuclei,0.072794,0.32666,0.023529,0.049805,98.99983999999999,334.49984,31.999440000000003,51.00032,1631.9816798208003
Case_1-02,Case_1,02,2,Tumor_nuclei,0.115809,0.467285,0.031618,0.036133,157.50024,478.49984,43.00048,37.000192,1591.02601609216
Case_1-02,Case_1,02,2,Tumor_nuclei,0.202941,0.501465,0.033824,0.047852,275.99976000000004,513.50016,46.00064,49.000448,2254.05196828672
Case_1-02,Case_1,02,2,Tumor_nuclei,0.244118,0.547363,0.035294,0.047852,332.00048,560.499712,47.99984,49.000448,2352.01366392832
Case_1-02,Case_1,02,2,Tumor_nuclei,0.155882,0.608398,0.032353,0.041016,211.99952,622.999552,44.00008,42.000384,1848.0202560307198
Case_1-02,Case_1,02,2,Tumor_nuclei,0.123529,0.59375,0.025,0.035156,167.99944,608.0,34.0,35.999744,1223.991296
Case_1-02,Case_1,02,2,Tumor_nuclei,0.105147,0.564453,0.026471,0.037109,142.99992,577.999872,36.00056,37.999616,1368.00745578496
Case_1-02,Case_1,02,2,Tumor_nuclei,0.024632,0.678223,0.047794,0.075195,33.499520000000004,694.500352,64.99984,76.99968,5004.9668800512
Case_1-02,Case_1,02,2,Tumor_nuclei,0.115441,0.749023,0.020588,0.039062,156.99976,766.999552,27.999679999999998,39.999488,1119.9728641638399
Case_1-02,Case_1,02,2,Tumor_nuclei,0.144485,0.686523,0.031618,0.054688,196.49960000000002,702.999552,43.00048,56.000512,2408.0488962457603
Case_1-02,Case_1,02,2,Tumor_nuclei,0.175,0.688965,0.042647,0.047852,237.99999999999997,705.50016,57.999919999999996,49.000448,2842.0220639641598
Case_1-02,Case_1,02,2,Tumor_nuclei,0.234926,0.72998,0.019853,0.038086,319.49935999999997,747.49952,27.00008,39.000064,1053.00484800512
Case_1-02,Case_1,02,2,Tumor_nuclei,0.259926,0.735352,0.018382,0.037109,353.49935999999997,753.000448,24.99952,37.999616,949.97216018432
